method signature	Jimple statement	suspicious score	ranking	source line	ef	ep	nf	failing tests
<comp5111.assignment.cut.Subject$StringAlgorithms: boolean isOneOf(char,char[])>	if l5 >= l4 goto return l2	0.5196152423	30.0	181	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: boolean isOneOf(char,char[])>	l2 = 0	0.5196152423	30.0	180	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: boolean isOneOf(char,char[])>	l3 = l1	0.5196152423	30.0	181	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: boolean isOneOf(char,char[])>	l4 = lengthof l3	0.5196152423	30.0	181	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: boolean isOneOf(char,char[])>	l5 = 0	0.5196152423	30.0	181	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: boolean isOneOf(char,char[])>	l5 = l5 + 1	0.5196152423	30.0	181	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: boolean isOneOf(char,char[])>	l6 = l3[l5]	0.5196152423	30.0	181	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: boolean isOneOf(char,char[])>	return l2	0.5196152423	30.0	187	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	$stack6 = lengthof l3	0.5196152423	30.0	202	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	$stack7 = virtualinvoke l0.<java.lang.String: java.lang.String substring(int,int)>(0, l4)	0.5196152423	30.0	210	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	$stack8 = staticinvoke <comp5111.assignment.cut.Subject$StringAlgorithms: boolean isOneOf(char,char[])>(l2, l1)	0.5196152423	30.0	204	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	goto [?= staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])> ::: 4")]	0.5196152423	30.0	208	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	if $stack8 == 0 goto l4 = l4 + 1	0.5196152423	30.0	204	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	if l4 >= $stack6 goto $stack7 = virtualinvoke l0.<java.lang.String: java.lang.String substring(int,int)>(0, l4)	0.5196152423	30.0	202	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	l2 = l3[l4]	0.5196152423	30.0	203	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	l3 = virtualinvoke l0.<java.lang.String: char[] toCharArray()>()	0.5196152423	30.0	200	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	l4 = 0	0.5196152423	30.0	201	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	l4 = l4 + 1	0.5196152423	30.0	208	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: java.lang.String parseToken(java.lang.String,char[])>	return $stack7	0.5196152423	30.0	210	9	3	16	test167;test187;test312;test333;test337;test355;test423;test480;test_ext_fault_L205
<comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)>	if l3 <= 57 goto $stack8 = l1 * 10	0.5185449729	41.0	343	11	7	14	test040;test127;test139;test160;test189;test194;test286;test320;test449;test456;test_ext_fault_L344
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	$stack6 = virtualinvoke l0.<java.lang.String: int length()>()	0.4666666667	52.0	362	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	$stack9 = staticinvoke <comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)>(l5)	0.4666666667	52.0	378	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	goto [?= $stack9 = staticinvoke <comp5111.assignment.cut.Subject$StringAlgorithms: int extractIntInStr(java.lang.String)>(l5)]	0.4666666667	52.0	374	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	if $stack6 >= 1 goto l1 = newarray (int)[4]	0.4666666667	52.0	362	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	if l0 == null goto return null	0.4666666667	52.0	362	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	if l2 <= 3 goto l4 = virtualinvoke l0.<java.lang.String: int indexOf(int,int)>(46, l3)	0.4666666667	52.0	369	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	if l4 != -1 goto (branch)	0.4666666667	52.0	373	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	if l4 > 0 goto staticinvoke <comp5111.assignment.CoverageRuntime: void hit(java.lang.String)>("<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)> ::: 12")	0.4666666667	52.0	381	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l1 = newarray (int)[4]	0.4666666667	52.0	365	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l1[0] = 0	0.4666666667	52.0	366	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l1[1] = 0	0.4666666667	52.0	366	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l1[2] = 0	0.4666666667	52.0	366	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l1[3] = 0	0.4666666667	52.0	366	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l1[l2] = $stack9	0.4666666667	52.0	378	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l2 = 0	0.4666666667	52.0	367	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l2 = l2 + 1	0.4666666667	52.0	380	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l3 = 0	0.4666666667	52.0	367	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l3 = l4 + 1	0.4666666667	52.0	379	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l4 = virtualinvoke l0.<java.lang.String: int indexOf(int,int)>(46, l3)	0.4666666667	52.0	372	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	l5 = virtualinvoke l0.<java.lang.String: java.lang.String substring(int)>(l3)	0.4666666667	52.0	374	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$StringAlgorithms: int[] getVersionNo(java.lang.String)>	return l1	0.4666666667	52.0	382	7	2	18	test139;test160;test189;test194;test286;test328;test456
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	$stack26 = staticinvoke <comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>(l4, l5, l6, l7, l8, l9)	0.2828427125	63.0	697	2	0	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	$stack14 = l2[0]	0.2309401077	70.5	691	2	1	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	$stack16 = l2[1]	0.2309401077	70.5	692	2	1	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	$stack18 = l2[2]	0.2309401077	70.5	693	2	1	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	$stack20 = l3[0]	0.2309401077	70.5	694	2	1	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	$stack22 = l3[1]	0.2309401077	70.5	695	2	1	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	$stack24 = l3[2]	0.2309401077	70.5	696	2	1	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	l2#2 = $stack28	0.2309401077	70.5	699	2	1	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	l4 = staticinvoke <java.lang.Integer: int parseInt(java.lang.String)>($stack14)	0.2309401077	70.5	691	2	1	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	l5 = staticinvoke <java.lang.Integer: int parseInt(java.lang.String)>($stack16)	0.2309401077	70.5	692	2	1	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	l6 = staticinvoke <java.lang.Integer: int parseInt(java.lang.String)>($stack18)	0.2309401077	70.5	693	2	1	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	l7 = staticinvoke <java.lang.Integer: int parseInt(java.lang.String)>($stack20)	0.2309401077	70.5	694	2	1	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	l8 = staticinvoke <java.lang.Integer: int parseInt(java.lang.String)>($stack22)	0.2309401077	70.5	695	2	1	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	l9 = staticinvoke <java.lang.Integer: int parseInt(java.lang.String)>($stack24)	0.2309401077	70.5	696	2	1	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	return -2147483648	0.2309401077	70.5	699	2	1	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	$stack5 = 0	0.1664100589	78.0	488	3	10	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	$stack13 = lengthof l3	0.1632993162	79.5	689	2	4	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	if $stack13 == 3 goto $stack14 = l2[0]	0.1632993162	79.5	689	2	4	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	if l2 >= l3 goto $stack5 = 0	0.1500000000	81.0	488	3	13	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	if l2 <= 0 goto $stack5 = 0	0.1341640786	83.0	488	3	17	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	l3 = staticinvoke <comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>(l0, l1)	0.1341640786	83.0	487	3	17	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	return $stack5	0.1341640786	83.0	488	3	17	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>	return 31	0.1251086484	85.0	473	3	20	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>	if l1 != 11 goto return 31	0.1224744871	88.5	470	3	21	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>	if l1 == 6 goto return 30	0.1224744871	88.5	470	3	21	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>	if l1 == 9 goto return 30	0.1224744871	88.5	470	3	21	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>	$stack17 = new java.lang.IllegalArgumentException	0.1224744871	88.5	445	3	21	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>	specialinvoke $stack17.<java.lang.IllegalArgumentException: void <init>(java.lang.String)>("Invalid date")	0.1224744871	88.5	445	3	21	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>	throw $stack17	0.1224744871	88.5	445	3	21	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>	$stack16 = staticinvoke <comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>(l0, l1, l2)	0.1200000000	93.5	444	3	22	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>	if $stack16 == 0 goto $stack17 = new java.lang.IllegalArgumentException	0.1200000000	93.5	444	3	22	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>	l6 = staticinvoke <java.util.Calendar: java.util.Calendar getInstance()>()	0.1200000000	93.5	442	3	22	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDates(int,int,int,int,int,int)>	l7 = staticinvoke <java.util.Calendar: java.util.Calendar getInstance()>()	0.1200000000	93.5	443	3	22	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 4289895 goto (branch)	0.1154700538	100.0	613	1	2	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 4482403 goto return -1	0.1154700538	100.0	621	1	2	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 4879724 goto (branch)	0.1154700538	100.0	611	1	2	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 4879726 goto (branch)	0.1154700538	100.0	609	1	2	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 5071225 goto (branch)	0.1154700538	100.0	607	1	2	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 5140342 goto (branch)	0.1154700538	100.0	619	1	2	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 5202804 goto (branch)	0.1154700538	100.0	617	1	2	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 5465466 goto (branch)	0.1154700538	100.0	615	1	2	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	return -1	0.1154700538	100.0	624	1	2	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>	if l1 != 2 goto (branch)	0.1095445115	105.5	467	3	27	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>	if l1 == 4 goto return 30	0.1095445115	105.5	470	3	27	22	test071;test376;test_ext_fault_L488
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 4288626 goto (branch)	0.1000000000	108.0	605	1	3	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 4613474 goto (branch)	0.1000000000	108.0	601	1	3	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 5071218 goto (branch)	0.1000000000	108.0	603	1	3	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	$stack10 = l1 << 16	0.0894427191	113.5	597	1	4	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	$stack11 = $stack10 | $stack9	0.0894427191	113.5	597	1	4	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	$stack9 = l2 << 8	0.0894427191	113.5	597	1	4	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	if l4 != 4874606 goto (branch)	0.0894427191	113.5	599	1	4	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	l1 = virtualinvoke l0.<java.lang.String: char charAt(int)>(0)	0.0894427191	113.5	594	1	4	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	l2 = virtualinvoke l0.<java.lang.String: char charAt(int)>(1)	0.0894427191	113.5	595	1	4	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	l3 = virtualinvoke l0.<java.lang.String: char charAt(int)>(2)	0.0894427191	113.5	596	1	4	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int monAbbr2month(java.lang.String)>	l4 = $stack11 | l3	0.0894427191	113.5	597	1	4	24	test_ext_fault_L615
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	$stack12 = lengthof l2	0.0872871561	119.5	689	2	19	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	if $stack12 != 3 goto return -2147483648	0.0872871561	119.5	689	2	19	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	l2 = virtualinvoke l0.<java.lang.String: java.lang.String[] split(java.lang.String)>("-")	0.0872871561	119.5	687	2	19	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: int daysBetweenDateStrings(java.lang.String,java.lang.String)>	l3 = virtualinvoke l1.<java.lang.String: java.lang.String[] split(java.lang.String)>("-")	0.0872871561	119.5	688	2	19	23	test071;test376
<comp5111.assignment.cut.Subject$DateTimeAlgorithms: boolean checkValidDate(int,int,int)>	if l1 <= 12 goto l3 = staticinvoke <comp5111.assignment.cut.Subject$DateTimeAlgorithms: int calcDaysInMonth(int,int)>(l0, l1)	0.0857142857	122.0	485	3	46	22	test071;test376;test_ext_fault_L488
